Discipline,Category,Parameter,Name,Frequency,Unit,Missing,Range Folded,No Coverage,Description,Notes
209,3,57,ReflectivityAtLowestAltitude,2-min,dBZ,-99,n/a,-999,ReflectivityAtLowestAltitude,
209,3,58,MergedReflectivityAtLowestAltitude,2-min,dBZ,-99,n/a,-999,Non Quality Controlled Reflectivity At Lowest Altitude,Available MRMS v11
209,4,0,IRband4,15-min,K,-99,n/a,-999,Infrared (E/W blend),not disseminated
209,4,1,Visible,5-10-min,non-dim,-1,n/a,-3,Visible (E/W blend),not disseminated
209,4,2,WaterVapor,5-10-min,K,-99,n/a,-999,Water Vapor (E/W blend),not disseminated
209,4,3,CloudCover,5-min,K,-99,n/a,-999,Cloud Cover,Available MRMS v11
209,6,0,PrecipFlag,2-min,flag,-1,n/a,-3,"Surface Precipitation Type (Convective, Stratiform, Tropical, Hail, Snow)",see flag table
209,6,1,PrecipRate,2-min,mm/hr,-1,n/a,-3,Radar Precipitation Rate,
209,6,2,RadarOnlyQPE01H,2-min,mm,-1,n/a,-3,Radar precipitation accumulation 1-hour,
209,6,3,RadarOnlyQPE03H,60-min,mm,-1,n/a,-3,Radar precipitation accumulation 3-hour,
209,6,4,RadarOnlyQPE06H,60-min,mm,-1,n/a,-3,Radar precipitation accumulation 6-hour,
209,6,5,RadarOnlyQPE12H,60-min,mm,-1,n/a,-3,Radar precipitation accumulation 12-hour,
209,6,6,RadarOnlyQPE24H,60-min,mm,-1,n/a,-3,Radar precipitation accumulation 24-hour,
209,6,7,RadarOnlyQPE48H,daily,mm,-1,n/a,-3,Radar precipitation accumulation 48-hour,
209,6,8,RadarOnlyQPE72H,daily,mm,-1,n/a,-3,Radar precipitation accumulation 72-hour,
209,6,9,GaugeCorrQPE01H,60-min,mm,-1,n/a,-3,Local gauge bias corrected radar precipitation accumulation 1-hour,
209,6,10,GaugeCorrQPE03H,60-min,mm,-1,n/a,-3,Local gauge bias corrected radar precipitation accumulation 3-hour,
209,6,11,GaugeCorrQPE06H,60-min,mm,-1,n/a,-3,Local gauge bias corrected radar precipitation accumulation 6-hour,
209,6,12,GaugeCorrQPE12H,60-min,mm,-1,n/a,-3,Local gauge bias corrected radar precipitation accumulation 12-hour,
209,6,13,GaugeCorrQPE24H,60-min,mm,-1,n/a,-3,Local gauge bias corrected radar precipitation accumulation 24-hour,
209,6,14,GaugeCorrQPE48H,daily,mm,-1,n/a,-3,Local gauge bias corrected radar precipitation accumulation 48-hour,
209,6,15,GaugeCorrQPE72H,daily,mm,-1,n/a,-3,Local gauge bias corrected radar precipitation accumulation 72-hour,
209,6,16,GaugeOnlyQPE01H,60-min,mm,-1,n/a,-3,Gauge only precipitation accumulation 1-hour,
209,6,17,GaugeOnlyQPE03H,60-min,mm,-1,n/a,-3,Gauge only precipitation accumulation 3-hour,
209,6,18,GaugeOnlyQPE06H,60-min,mm,-1,n/a,-3,Gauge only precipitation accumulation 6-hour,
209,6,19,GaugeOnlyQPE12H,60-min,mm,-1,n/a,-3,Gauge only precipitation accumulation 12-hour,
209,6,20,GaugeOnlyQPE24H,60-min,mm,-1,n/a,-3,Gauge only precipitation accumulation 24-hour,
209,6,21,GaugeOnlyQPE48H,daily,mm,-1,n/a,-3,Gauge only precipitation accumulation 48-hour,
209,6,22,GaugeOnlyQPE72H,daily,mm,-1,n/a,-3,Gauge only precipitation accumulation 72-hour,
209,6,23,MountainMapperQPE01H,60-min,mm,-1,n/a,-3,Mountain Mapper precipitation accumulation 1-hour,
209,6,24,MountainMapperQPE03H,60-min,mm,-1,n/a,-3,Mountain Mapper precipitation accumulation 3-hour,
209,6,25,MountainMapperQPE06H,60-min,mm,-1,n/a,-3,Mountain Mapper precipitation accumulation 6-hour,
209,6,26,MountainMapperQPE12H,60-min,mm,-1,n/a,-3,Mountain Mapper precipitation accumulation 12-hour,
209,6,27,MountainMapperQPE24H,60-min,mm,-1,n/a,-3,Mountain Mapper precipitation accumulation 24-hour,
209,6,28,MountainMapperQPE48H,daily,mm,-1,n/a,-3,Mountain Mapper precipitation accumulation 48-hour,
209,6,29,MountainMapperQPE72H,daily,mm,-1,n/a,-3,Mountain Mapper precipitation accumulation 72-hour,
209,7,0,ModelSurfaceTemp,60-min,C,-99,n/a,-999,Model Surface temperature [RAP 13km],Available MRMS v11
209,7,1,ModelWetBulbTemp,60-min,C,-99,n/a,-999,Model Surface wet bulb temperature [RAP 13km],Available MRMS v11
209,7,2,WarmRainProbability,60-min,%,-1,n/a,-3,Probability of warm rain [RAP 13km derived],
209,7,3,ModelHeight0C,60-min,m MSL,-1,n/a,-3,Model Freezing Level Height [RAP 13km],Available MRMS v11
209,7,4,BrightBandTopHeight,2-min,m AGL,-1,n/a,-3,Brightband Top Radar [RAP 13km derived],
209,7,5,BrightBandBottomHeight,2-min,m AGL,-1,n/a,-3,Brightband Bottom Radar [RAP 13km derived],
209,8,0,RadarQualityIndex,2-min,non-dim,-1,n/a,-3,Radar Quality Index,
209,8,1,GaugeInflIndex01H,60-min,non-dim,-1,n/a,-3,Gauge Influence Index for 1-hour QPE,Available MRMS v11
209,8,2,GaugeInflIndex03H,60-min,non-dim,-1,n/a,-3,Gauge Influence Index for 3-hour QPE,Available MRMS v11
209,8,3,GaugeInflIndex06H,60-min,non-dim,-1,n/a,-3,Gauge Influence Index for 6-hour QPE,Available MRMS v11
209,8,4,GaugeInflIndex12H,60-min,non-dim,-1,n/a,-3,Gauge Influence Index for 12-hour QPE,Available MRMS v11
209,8,5,GaugeInflIndex24H,60-min,non-dim,-1,n/a,-3,Gauge Influence Index for 24-hour QPE,Available MRMS v11
209,8,6,GaugeInflIndex48H,daily,non-dim,-1,n/a,-3,Gauge Influence Index for 48-hour QPE,Available MRMS v11
209,8,7,GaugeInflIndex72H,daily,non-dim,-1,n/a,-3,Gauge Influence Index for 72-hour QPE,Available MRMS v11
209,8,8,SeamlessHSR,2-min,dBZ,-99,n/a,-999,Seamless Hybrid Scan Reflectivity with VPR correction,
209,8,9,SeamlessHSRHeight,2-min,km AGL,-1,n/a,-3,Height of Seamless Hybrid Scan Reflectivity,
209,9,0,ConusMergedReflectivityQC,2-min,dBZ,-99,n/a,-999,WSR-88D 3D Reflectivty Mosaic - 33 CAPPIS (500-19000m),33 levels (one file per level)
209,9,1,ConusPlusMergedReflectivityQC,2-min,dBZ,-99,n/a,-999,All Radar 3D Reflectivty Mosaic - 33 CAPPIS (500-19000m),33 levels (one file per level)
209,10,0,MergedReflectivityQCComposite,2-min,dBZ,-99,n/a,-999,Composite Reflectivity Mosaic (optimal method),
209,10,1,HeightCompositeReflectivity,2-min,m MSL,-1,n/a,-3,Height of Composite Reflectivity Mosaic (optimal method),
209,10,2,LowLevelCompositeReflectivity,2-min,dBZ,-99,n/a,-999,Low-Level Composite Reflectivity Mosaic (0-4km),
209,10,3,HeightLowLevelCompositeReflectivity,2-min,m MSL,-1,n/a,-3,Height of Low-Level Composite Reflectivity Mosaic (0-4km),
209,10,4,LayerCompositeReflectivity_Low,2-min,dBZ,-99,n/a,-999,Layer Composite Reflectivity Mosaic 0-24kft (low altitude),
209,10,5,LayerCompositeReflectivity_High,2-min,dBZ,-99,n/a,-999,Layer Composite Reflectivity Mosaic 24-60 kft (highest altitude),
209,10,6,LayerCompositeReflectivity_Super,2-min,dBZ,-99,n/a,-999,Layer Composite Reflectivity Mosaic 33-60 kft (super high altitude),
209,10,7,ReflectivityCompositeHourlyMax,60-min,dBZ,-99,n/a,-999,Composite Reflectivity Hourly Maximum,
209,11,0,MergedBaseReflectivityQC,2-min,dBZ,-99,n/a,-999,Mosaic Base Reflectivity (optimal method),
209,11,1,MergedReflectivityComposite,2-min,dBZ,-99,n/a,-999,UnQcêd Composite Reflectivity Mosaic (max ref),
209,11,2,MergedReflectivityQComposite,2-min,dBZ,-99,n/a,-999,Composite Reflectivity Mosaic (max ref),
